price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
4995000.0,"142 28th Ave,", San Francisco,CA,94121,4,4.0,"3,306",1923,Single Family,None,"3,868 sqft","$1,511","Open HouseSun, Mar 83:00 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T15:00:00"",""endDate"":""2020-03-08T17:00:00"",""name"":""Open House - 3:00 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/142-28th-Ave-San-Francisco-CA-94121/15088882_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""142 28th Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""142 28th Ave"",""postalCode"":""94121"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISbp91qngimwqe1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":4995000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/142-28th-Ave-San-Francisco-CA-94121/15088882_zpid/""},""performer"":""Compass""}",None,"'Alamo Elementary School', 'Presidio Middle School', 'Washington (George) High School'",3
1098000.0,"1626 Vallejo St APT 2,", San Francisco,CA,94123,1,1.0,810,1890,Condo,$445/month,None,"$1,356","Gorgeous San Francisco flat with Parisian flair. Perfectly located on a level-block in prestigious Pacific Heights, 1626 Vallejo #2 is the perfect pied-a-terre or first-time city home. Large scale one bedroom, one bath with ornate turn-of-the-century details: high ceilings, arched doorways, and intricate plaster moldings. Dramatic living room with marble fireplace mantle, inviting layout, and ample natural light pouring through the gorgeous south-facing windows. Beautifully remodeled kitchen with marble countertops, stainless appliances and breakfast bar. The updated bath features marble tile and flooring, shower over tub, and storage. In-unit laundry is conveniently located in the hallway closet. The bedroom is outfitted with custom closets designed by CA Closets. Custom recessed lighting, rich softwood floors, and high ceilings throughout truly make this a standout home. Short distance to Fillmore, Union and Polk streets, Lafayette Park, tech shuttles and more. Pet friendly building. HOA dues: $445/month. A must-see! * One Bedroom / One Bath * Beautiful living room with south-facing bay windows * Remodeled kitchen with marble countertops and breakfast bar * Large master bedroom with 2 custom closets * Softwood flooring / recessed lighting * Laundry closet with stackable washer and dryer * Flat block in sought-after Pacific Heights * Building originally built in 1890 * HOA dues: $445 per month * Self-managed HOA with TIC accounting by Albers TIC Financial ServicesRead more",None,"'Sherman Elementary School', 'Marina Middle School', 'Galileo High School'",3
2349000.0,"1601 15th Ave,", San Francisco,CA,94122,4,4.0,"3,315",1973,Single Family,None,"5,105 sqft",$709,None,None,"'Clarendon Alternative Elementary School', 'Yu (Alice Fong) Elementary School', 'Independence High School'",3
599900.0,"101 Crescent Way APT 2102,", San Francisco,CA,94134,2,2.0,"1,063",2001,Condo,$540/month,None,$564,"Open HouseSun, Mar 82:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/101-Crescent-Way-APT-2102-San-Francisco-CA-94134/64972890_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""101 Crescent Way APT 2102"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""101 Crescent Way APT 2102"",""postalCode"":""94134"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISnaqp4iyopo4f1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":599900,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/101-Crescent-Way-APT-2102-San-Francisco-CA-94134/64972890_zpid/""},""performer"":""Home Quest Realty""}",None,"'Harte (Bret) Elementary School', 'KIPP Bayview Academy', 'Burton (Phillip And Sala) Academic High School'",3
995000.0,"882 884 47th Ave,", San Francisco,CA,94121,6,2.0,"2,278",1957,Multi Family,None,None,$437,"882-884 47th Ave is a 2 unit building with a 2 bedroom in-law and 2 car side by side parking garage. Built in 1957, each flat offers 2 bedrooms 1 bath, living room, dining room, kitchen and separate shower and bath. All units are tenant occupied with rents totaling $4140/month with banked rents. The top two flats features a total of 2,278 square feet. Steps to Ocean Beach, Safeway, Lookout cafe, Promenade Cafe and restaurants on the Balboa Street commercial corridor. This multi unit property is close Sutro Heights Park, Cabrillo Playground and Lands End Park. Nearby schools include St. Thomas the Apostle School, Lafayette Elementary School and Russian American International School. Top floor is rented for $1500/month. Middle flat is rented for $1800/month and moved in 4/15/2010 and In-law is rented for $840/month.Read more",None,"'Lafayette Elementary School', 'Presidio Middle School', 'Washington (George) High School'",3
7800000.0,"1745 N Point St,", San Francisco,CA,94123,5,5.0,"4,280",1931,Single Family,None,"3,436 sqft","$1,822",None,2018,"'Sherman Elementary School', 'Marina Middle School', 'Galileo High School'",3
829000.0,"1510 Jackson St APT 2,", San Francisco,CA,94109,2,1.0,None,1908,Condo,$349/month,None,None,"Beautifully renovated two-bedroom TIC in a fantastic location with a stunning common roof deck featuring panoramic views of the Golden Gate Bridge, the City and beyond. Contemporary modern design with high ceilings in a classic San Francisco Edwardian building. Hardwood floors throughout, recessed lighting, fully-equipped galley kitchen, in-unit washer/dryer. Well-designed floor plan features bedrooms on opposite sides of the living space. Large closets. Storage area adjacent to the unit. Friendly neighbors and low HOA dues. This is a perfect pied-a-terre, bachelor/bachelorette pad, or starter home in a location that can't be beat.Read more",None,"'Spring Valley Elementary School', 'Francisco Middle School', 'Galileo High School'",3
2495000.0,"375 Moncada Way,", San Francisco,CA,94127,5,3.0,"2,916",1924,Single Family,None,"8,128 sqft",$856,"Discover this rare opportunity in the beautiful Ingleside Terraces! This classic Mediterranean home offers a spacious suburban retreat with almost 3000 square feet, three levels, a large front yard and sprawling backyard oasis. Highlights include a grand living room and formal dining room with nearly floor-to-ceiling French-styled windows. The classic kitchen boasts a breakfast nook, masterfully restored counter-tops and Viking and Bosch appliances. The main level also features a master suite, a bedroom/family room with private entrance to the delightful deck, and a bonus room for a study or in-home office. Two bedrooms and a bathroom complete the cozy upstairs space, and the finished basement adds a den or home theater and guest suite with access to the backyard. Parking abounds with a detached side-by-side two-car garage and long driveway, although you can also leave your cars behind with Ocean Ave shops and restaurants, Muni, and BART all in easy reach. Welcome to your forever home!Read more",None,"'Sloat (Commodore) Elementary School', 'Aptos Middle School', 'Lowell High School'",3
895000.0,"3731 Fillmore St APT 4,", San Francisco,CA,94123,1,1.0,900,1928,Condo,$430/month,None,$994,"A glimpse into your future fabulous life at 3731 Fillmore #4: Strolls along Crissy Field, picnics on Marina Green, farmer's markets at Fort Mason, shopping on Chestnut Street, & happy hour on the roof deck. Located in one of the most iconic neighborhoods on the edge of the Bay, this is the epitome of SF living. This Art Deco condo honors the original architectural aesthetics, while enjoying modern amenities. Updated kitchen w/ stainless steel appliances, dark granite counters, & recessed lighting. The kitchen opens into the formal dining room. Don't need a dining room? Close the doors & use as a 2nd bedroom or office. The spacious living room can easily accommodate a dining table if the home is used as a 2 bedroom. Step through the arched doorway to find the peaceful off-street bedroom. The full bathroom features a barrel ceiling, black & white basket weave tile floors, soaking tub, & separate shower. In-unit W/D, 2 hallway closets, & private storage. Common areas: rear patio & roof.Read more",None,"'Sherman Elementary School', 'Marina Middle School', 'Galileo High School'",3
998000.0,"1421 17th Ave,", San Francisco,CA,94122,2,1.0,"1,128",1925,Condo,$360/month,None,$885,"Open HousesFri, Mar 66:00 PM - 7:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-06T18:00:00"",""endDate"":""2020-03-06T19:30:00"",""name"":""Open House - 6:00 PM - 7:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1421 17th Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1421 17th Ave"",""postalCode"":""94122"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISv8qmvozhwv4o0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":998000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/""},""performer"":""Coldwell Banker Realty - San Francisco Sunset""}Sat, Mar 72:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T14:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1421 17th Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1421 17th Ave"",""postalCode"":""94122"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISv8qmvozhwv4o0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":998000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/""},""performer"":""Coldwell Banker Realty - San Francisco Sunset""}Sun, Mar 82:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1421 17th Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1421 17th Ave"",""postalCode"":""94122"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISv8qmvozhwv4o0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":998000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1421-17th-Ave-San-Francisco-CA-94122/241586128_zpid/""},""performer"":""Coldwell Banker Realty - San Francisco Sunset""}",None,"'Jefferson Elementary School', 'Yu (Alice Fong) Elementary School', 'Independence High School'",3
27500000.0,"2820 Scott St,", San Francisco,CA,94123,7,11.0,"16,000",1904,Single Family,None,None,"$1,719","Magnificent 16,000 square foot mansion with panoramic views of the Golden Gate Bridge, Palace of Fine Arts, Alcatraz, Angel Island. Completely renovated with exquisite architectural detailing, 7 bedrooms, 8 fabulous full bathrooms and 3 half baths, and 8 marble fireplaces. Elevator to all floors including huge roof deck. Close to distinguished schools and Union and Fillmore Street stores and restaurants. Prestigious 2008 San Francisco Decorator Showcase.Read more",None,"'Cobb (William L.) Elementary School', 'Marina Middle School', 'Gateway High School'",3
1895000.0,"20 Borica St,", San Francisco,CA,94127,4,5.0,"2,365",1924,Single Family,None,"5,606 sqft",$801,"This extensively renovated, fully detached, Smart Home sits on a 52-foot wide vast lot. Featuring 4 bedrooms and 4.5 bathrooms this spacious home has an open, flexible floor plan with attention to detail with clean, crisp lines. From towel warmers, radiant heat and Hansgrohe fixtures in the bathrooms to a smart Chef's Kitchen, you will never want to leave the comfort of this home. The kitchen overlooks the expansive backyard and deck, making it a perfect home for entertaining. The master bedroom has a large walk-in closet with an ensuite bathroom. The master bathroom has a marble vanity, a soaking tub, a 5 shower head system on one side, and a steam shower on the other. The neighborhood feel of Ingleside Terrace completes this beautiful contemporary home. Video and 3D Home Tour available at www.20borica.comRead more",2016,"'Sloat (Commodore) Elementary School', 'Aptos Middle School', 'Lowell High School'",3
5600000.0,"481 Jersey St,", San Francisco,CA,94114,4,3.5,"3,600",1900,Single Family,None,"2,848 sqft","$1,556","481 Jersey is an exceptional modern home seamlessly blending the outdoors in. With 4 BD and 3 1/2 BA spread across 3 levels, this 3,600 sqft. The property offers the perfect blend of refined esthetic and well-thought-out layout on one of the best blocks of Noe Valley. The well-proportioned living and dining rooms flow harmoniously into the kitchen and lounge area, and onto the south-facing yard with the fully retractable sliding doors. The kitchen is outfitted with top of the line S.S. appliances and a walk-in pantry. Outside, the south-facing yard is an entertainer's paradise with an outdoor kitchen, gas fire pit, and secluded spa with a hot tub. Upstairs is laid out with 3 BD & 2 BA, including the stunning master suite with a glamourous en-suite BA and private balcony. The lower level has an additional media room as well as the 4th BD with a private entrance & attached BA. With exquisite finishes, hardwood flooring throughout, high ceilings, & skylights this home is one-of-a-kind.Read more",None,"'Alvarado Elementary School', 'Lick (James) Middle School', 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.'",3
1898000.0,"3600 Ocean Ave,", San Francisco,CA,94132,3,3.0,"2,239",1941,Single Family,None,"3,480 sqft",$848,"Open HouseSun, Mar 82:00 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T17:00:00"",""name"":""Open House - 2:00 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/3600-Ocean-Ave-San-Francisco-CA-94132/15197377_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""3600 Ocean Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3600 Ocean Ave"",""postalCode"":""94132"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISzzpfk6660nrs0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1898000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/3600-Ocean-Ave-San-Francisco-CA-94132/15197377_zpid/""},""performer"":""Corcoran Global Living""}",2019,"'Lakeshore Alternative Elementary School', 'Aptos Middle School', 'Lowell High School'",3
649000.0,"830 Olmstead St,", San Francisco,CA,94134,1,1.5,610,1954,Single Family,None,"2,500 sqft","$1,064","Great Fixer-upper for all contractors/owners who want to turn a two-level cottage on a large private lot to be a city dream house with sparkling city skyline views. Very well designed approved plans available to build a 2800+ sq ft house with a guest home on the side. With a little TLC under the existing structure, you can also transform this into a magical Tales of the City. The main level of the home features an appealing open floor plan with spacious kitchen, dining room and living room which opens to a deck overlooking the charming gardens. Completing this level is a convenient half bath and laundry room. Upstairs is a bright and roomy bedroom with attached full bath and a walk-in closet. This level also captures the wonderful San Francisco views. Adjacent to the home is the one-car garage.Read more",None,"'Taylor (Edward R.) Elementary School', 'Visitacion Valley Middle School', 'Burton (Phillip And Sala) Academic High School'",3
242856.0,"4800 3rd St UNIT 201,", San Francisco,CA,94124,1,1.0,712,2009,Condo,$447/month,None,$341,None,None,"'Drew (Charles) College Preparatory Academy', 'Brown Jr. (Willie L) Middle', 'KIPP San Francisco College Preparatory'",3
1495000.0,"811 Moultrie St,", San Francisco,CA,94110,4,2.0,"2,042",1925,Single Family,None,"1,751 sqft",$732,"Built in 1925 and extensively updated, 811 Moultrie is a wonderful single-family home on a flat block in Bernal Heights. The floor plan includes four bedrooms, two full baths and a one-car garage with Elfa storage. You'll love its modern features like recessed lighting and whole-home SONOS bluetooth audio. Enter through a formal foyer with stairs to the top level. Upstairs, discover an open-plan kitchen, living and dining space with sweeping views across the Bay to Mount Diablo. The elegant kitchen boasts quartz counters, a custom frosted-glass backsplash and a farmhouse sink with touch faucet. Fully remodeled, the upstairs bath features stunning Heath tiles and Kohler fixtures. A sun-kissed skylight brightens the entry to two comfortable bedrooms with bay windows. Downstairs, find additional living space, two bedrooms and a full bathroom. There is guest suite potential as well. The landscaped yard and patio are accessible via both levels. Don't miss this beautiful Bernal home!Read more",2007,None,1
1199000.0,"107 Maddux Ave,", San Francisco,CA,94124,5,3.0,"2,080",1941,Single Family,None,"2,495 sqft",$576,"Stunning 5 bed 3 bath home in Silver Terrace! Don't miss incredible southern views from this attractive mid-century modern home. Walk the main floor with an open feel, in the bright living room with recessed lighting, Spanish tile,new European white oak floors. Eat in your dining area which opens to the living room and flows through to the modern kitchen with new quartz counters including new chrome appliances including range, refrigerator. Secluded at the rear are 2 attractive bright bedrooms with large closets and updated bathrooms including Italian Tile and heated towel bars and a 3rd bedroom upfront. The lower level includes a separate 2 bedrooms and bathroom. Walk through to a huge tranquil rear yard and sit peacefully enjoying the sunny side of the City. Garage, Washer/Dryer,storage area with interior access from entry level. Close to San Bruno Ave and 3rd Street's popular restaurants and Silver Terrace Playground's sport facilities. A easy commuter location!Read more",2018,"'Drew (Charles) College Preparatory Academy', 'Brown Jr. (Willie L) Middle', 'Asawa (Ruth) San Francisco School Of The Arts, A Public School.'",3
799000.0,"2831 2833 Webster St # 3,", San Francisco,CA,94123,1,1.0,605,1906,Miscellaneous,$373/month,None,"$1,321","Enchanting Cow Hollow flat with all the character of the Victorian/Edwardian era including wood floors, coved ceilings gorgeous rounded Queen Anne windows, decorative fireplace, pocket doors and built-in bookshelves. The flat is flooded with natural light and views of Russian Hill, Angel Island and Alcatraz! Kitchen and bath have been remodeled and there is a bonus sleeping alcove as well! There is leased parking nearby, deeded storage, shared washer/dryers in garage and shared garden in back. Just 1/2 block from famed Union Street's boutiques, shopping, dining, fitness studios and more! 99 Walkscore, Walker's Paradise! Don't miss this gem!Read more",None,"'Sherman Elementary School', 'Marina Middle School', 'Galileo High School'",3
3450000.0,"3841 18th St,", San Francisco,CA,94114,5,3.5,"3,030",1886,Single Family,None,"2,848 sqft","$1,139","On the cusp of the Castro, Duboce & Mission Dolores, this stunning, renowned Dolores Heights home is everything! Renovated to the studs in 2009 w 3lvls 5BDRs/3.5BAs 3000+ sqft it is made for entertaining & family. Soaring ceilings, Ipe flrs, period dets & fab natural light on all levels. Light filled LR w/ bay wndws, frplc, and built in shelving. Spacious DR with built-in buffet and cabinetry. Pro KIT w SubZero, stainless Viking stove, double Viking ovens, a built in microwv, stone counters, customcabinets, breakfast bar. KIT opens to outside patios, fam rm, and built in banquette. Half BA completes the main lvl. 2nd lvl: 3BDRs/2BA + fainting rm. Luxe master w ensuite BA opens to patio. 3rd lvl: fam rm/den, 2 add'l BDRs and a full BA + peek a boo downtown vus. Expansive private, sun-drenched, multi level patio spaces on the 2850 sq ft lot. 98 WalkScore and 97 TransitScore. Walk to world class restaurants, shops, and cafes. A stunning retreat in the heart of the city!Read more",None,"'Milk (Harvey) Civil Rights Elementary School', 'Everett Middle School', 'Mission High School'",3
1299950.0,"1910 30th Ave,", San Francisco,CA,94116,2,2.0,"1,427",1940,Single Family,None,"1,746 sqft",$911,"This is it, YOUR NEW HOME! Welcome to this beautiful modern home in the highly desirable Parkside neighborhood. Stand out features include brand new interior and exterior designer paint, airy skylights, Milgard double pane windows, custom built California Closets wardrobe and shelving, a state-of-the-art family room perfect for relaxation or entertainment (downstairs family room and bathroom added WITH permit), an ultra modern garage, stylish bathrooms, and an inviting kitchen with granite countertops, custom cabinets, Brazilian slate floor, and stainless steel appliances. Conveniently located, this lovely residence is within walking distance to numerous shops, restaurants, Safeway, and Noriega Street. Whatever your lifestyle, Sunset's ideal location and distinctive community lets you create a life uniquely you, and this wonderful modern home will have you and your family living the good life for years to come. WELCOME TO YOUR NEW HOME!Read more",None,"'Stevenson (Robert Louis) Elementary School', 'Lawton Alternative Elementary School', 'Lincoln (Abraham) High School'",3
1395000.0,"366 Chenery St,", San Francisco,CA,94131,2,1.0,"1,325",1912,Single Family,None,"2,713 sqft","$1,053","A short walk to Glen Park village, BART, the J-Church and several tech shuttles, this lovely 2BD home w/ a full length basement of expansion possibility will win your heart. Light filled LR with bay windows, hillside views, and period details opens to the spacious, skylit formal DR (or flexible third bedroom.) Spacious, remodeled, eat in KIT w custom wood cabinetry, skylight, soaring ceilings and stainless appliances offers plenty of work and storage space, and a spacious breakfast area. The kitchen opens to the brick patio and lush garden filled with a wonderful lemon tree, and other mature plantings on the 2700+ sq ft lot. 2 spacious BDRs, a laundry room, and a full remodeled tiled BA complete the home. Plus, a basement with more than 1100 square feet of additional space, and a separate, private entrance at the front of the property. Garage parking for one car. Fab location walk to Glen Park Village's shops, cafes and restaurants. Mins to 101/280 - the whole package!Read more",None,"'Glen Park Elementary School', 'San Francisco Community Alternative School', 'City Arts And Tech High School'",3
4998000.0,"3646 Baker St,", San Francisco,CA,94123,5,4.0,"4,425",1929,Single Family,None,"3,236 sqft","$1,129","Scenic view home in the heart of the Marina, eschewing understated elegance throughout, is steps away from the Palace of Fine Arts, St. Francis Yacht Club, Marina Green and Crissy Field. Situated on one of the most exclusive blocks in San Francisco, this home was built in 1929 and features classic doorways as well as extensive crown moldings. Dramatic picture windows showcase awe-inspiring vistas overlooking San Francisco Bay, including magnificent sailboats and gigantic ships coasting from around the world. The mature landscaped front yard complete with olive trees leads to a sinuous exterior stairway, beckoning you through an arched front door and into a gracious foyer with its impressive open staircase. MAIN LEVEL Light-filled and welcoming, the main level of this home delights with its charming character and well-thought-out floor plan. The magnificent formal living room with its floor to ceiling bay windows has custom stained-glass panes on either side of the stately fireplace. An oversized picture window boasts incredible views of the Marina Green and beyond, across the bay and to Sausalito. A grand formal dining room features crown molding and a pocket door leading into the kitchen with sumptuous views of the nearby harbor. An updated chef's kitchen includes custom concrete countertops, greenhouse windows plus Wolf, Subzero, and Gaggineau appliances. The adjoining spacious breakfast room opens to a deck with bay views and plenty of space for a potted herb garden. The partially enclosed wrap around deck extends the living space outdoors and is perfect for entertaining. Additional cabinets with a wine refrigerator adjoin the large and well located laundry room with plenty of storage. A lovely tiled bathroom with shower and Toto commode completes the main level. UPPER LEVEL A gracious top floor landing is filled with natural light emanating through oversized casement windows. The spacious master bedroom with its sitting area is bathed in afternoon sunshine. Closets include a built in dressing table. The sliding glass door opens to ""Juliet's balcony"" with stunning views of the Marina Green, Palace of Fine Art and glimpses of the beach, bay and beyond to Sausalito. The updated split tiled hall bathroom has a step-up jetted bathtub, walk-in shower and Toto commode. There are three additional large bedrooms which feature crown molding and multiple windows, further brightening the living space. A tiled bathroom with shower is located between two of the bedrooms. These bedrooms offer views of the Marina Green, St. Francis Yacht Club and Alcatraz. LOWER LEVEL Separate guest/au pair quarters may be accessed from the garage or private exterior entry. This area includes a spacious living room with a large river stone fireplace and built-in desk with bookshelves, eat-in tiled kitchen including dishwasher, spacious bedroom and step-down tiled bathroom with shower over tub. The private, low maintenance garden with mature landscaping and brick patio is accessed through the kitchen's dutch door or alternatively through a north facing walkway. There is a dedicated washer and dryer for these quarters. A four-car garage with ample storage and workshop potential completes this level.Read more",None,None,1
479108.0,"330 Berry St UNIT 226,", San Francisco,CA,94158,2,2.0,885,2009,Condo,$553/month,None,$541,"2 bedroom Below Market Rate (BMR) housing opportunity available at 108% Area Median Income (AMI). Maximum income for 2 people = $106,400; 3 = $119,700; 4 = $133,000, etc. Must be 1st-time homebuyer & income eligible. Unit available thru the Mayor's Office of Housing and Community Development (MOHCD) & subject to resale controls, monitoring & other restrictions. 2020-02-14Read more",None,"'Daniel Webster Elementary School', 'Carmichael (Bessie)/Fec', ""Five Keys Independence High School (Sf Sheriff's)""",2
789000.0,"1655 18th St,", San Francisco,CA,94107,1,1.5,849,1995,Condo,$606/month,None,$929,"Open HousesSat, Mar 72:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T14:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1655-18th-St-San-Francisco-CA-94107/15149413_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1655 18th St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1655 18th St"",""postalCode"":""94107"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS729e02xuo1ae1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":789000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1655-18th-St-San-Francisco-CA-94107/15149413_zpid/""},""performer"":""Berkshire Hathaway-Franciscan""}Sun, Mar 82:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1655-18th-St-San-Francisco-CA-94107/15149413_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1655 18th St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1655 18th St"",""postalCode"":""94107"",""addressLocality"":""San Francisco"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS729e02xuo1ae1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":789000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1655-18th-St-San-Francisco-CA-94107/15149413_zpid/""},""performer"":""Berkshire Hathaway-Franciscan""}",None,"'Daniel Webster Elementary School', 'Mission Preparatory School', 'S.F. International High School'",3
1695000.0,"2 Midcrest Way,", San Francisco,CA,94131,4,2.5,"2,005",1959,Single Family,Yes,"3,463 sqft",$845,"Welcome Home! 2 Midcrest Way is a fully detached, light & bright Mid-Century Modern move-in ready home that features 4 Bedrooms, 2 1/2 Bathrooms, a large living room, dining room, remodeled professionally equipped kitchen, family/theater room with surround sound, large studio with full bath and kitchen, Tesla solar and 2-car tandem parking. In addition to it being positioned on a rare & stunning corner lot, the upper and lower terraces, stunning views, professional quality landscaping and many interior upgrades make this a home not to be missed! Only a 5-minute walk to Miraloma Shopping Plaza (Mollie Stones, CVS, Starbucks) and multiple public transportation options. Close to West Portal, Glen Park, Castro, and Cole, Eureka & Noe Valleys, Twin Peaks Lookout, and Hwy's 101 & 280.Read more",None,"'Clarendon Alternative Elementary School', 'Rooftop Elementary School', 'Academy Of Arts And Sciences'",3
818000.0,"139 S Lake Merced Hls APT 4E,", San Francisco,CA,94132,3,2.0,"1,474",1975,Condo,$908/month,None,$555,"Seldom available top floor condo with vaulted ceilings. The spacious living/dining room consists of ceiling to floor bookcases on either side of a fireplace. There is a deck that can be accessed from both the living and dining areas. This unit has abundant light and a lovely outlook. The master bedroom is ensuite with shower over tub and two closets, one of which is a walk-in. Opposite the middle bedroom is a bath with stall shower. The third bedroom is open to the living room and currently used as a den/sitting room. The eat-in kitchen features a washer and dryer. One parking space in the garage with extra spaces available on a first-come basis. Private storage room. Conveniently located just a few feet from the entrance to stairs leading to the common area. There are 3 tennis courts, 2 saunas, a spa, swimming pool and clubhouse. Gated community with a 24 hour attendant. Across from Lake Merced, near 4 golf courses, S.F. State and Stonestown.Read more",None,"'Lakeshore Alternative Elementary School', 'Aptos Middle School', 'Lowell High School'",3
