address,city,state,zipcode,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Today,Jul 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009
"35550 Monterra Ter APT 202,",Union City,CA,94587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"33769 Heritage Ct,",Union City,CA,94587,None,None,None,None,None,$772.7K,$772.7K,$809.4K,$791.3K,$783.9K,$776.8K,$773.2K,$753.8K,$752.4K,$753K,$770.6K,$728.7K,$720.1K,$745.3K,$750K,$763.9K,$772.9K,$770.4K,$776.4K,$778.8K,$763.1K,$763.1K,$759.8K,$762.7K,$767.3K,$781K,$818.7K,$824.9K,$825.2K,$806K,$842.1K,$853K,$863.1K,$881.6K,$901.9K,$926.9K,$933.1K,$950.6K,$953.1K,$950.1K,$950.1K,$940.2K,$924.5K,$923.8K,$931K,$954.7K,$961.7K,$960.1K,$964.9K,$968.1K,$945K,$925.8K,$941.4K,$956.7K,$972.4K,$971K,$996.4K,$1M,$1M,$1M,$1M,$1M,$969K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.1M,$1.2M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.4M,$1.4M,$1.5M,$1.4M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,None,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,None,$1.5M,None,None,None,None,None,None,None,None,None,$1.5M,,,,,,,,,,,,,,,,
"32325 Pegasus Ct,",Union City,CA,94587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"32280 Valiant Way,",Union City,CA,94587,None,None,None,None,None,$417.2K,$417.2K,$407.3K,$400K,$399.7K,$401K,$409.5K,$398.4K,$400.8K,$395.1K,$396.8K,$369.8K,$334.2K,$338K,$310.4K,$317.1K,$322.4K,$320.5K,$320K,$313.3K,$308.8K,$308.8K,$301.6K,$316.8K,$329.4K,$349.9K,$297.2K,$298.8K,$329K,$364K,$428.6K,$446.1K,$449K,$456.7K,$467.5K,$478.5K,$489.2K,$465.7K,$488K,$497.6K,$497.6K,$500.5K,$497.1K,$498.1K,$506.7K,$507.2K,$543.9K,$545.4K,$538.1K,$547.6K,$559.6K,$557.2K,$564.1K,$565.5K,$570.7K,$580.8K,$583.6K,$600.7K,$609.6K,$632.5K,$646.4K,$646.4K,$630.7K,$651.3K,$658.8K,$657.8K,$660.5K,$661.7K,$656.8K,$661.7K,$670.1K,$672.5K,$664K,$664.2K,$659.5K,$648.2K,$662.2K,$670.1K,$669.6K,$669.6K,$679.4K,$682.1K,$687.8K,$671.8K,$672.8K,$701.5K,$705.2K,$707.6K,$736.3K,$760K,$755.3K,$799K,$792.9K,$814K,$856.4K,$851.7K,$888.5K,$896.8K,$906.2K,$916.9K,$916.9K,$871.6K,$867.5K,$835.9K,$841.8K,$799.7K,$801.7K,$819.1K,$780.8K,$775.8K,$769K,$771.2K,$777.6K,$785.4K,$803.9K,None,None,$816.4K,None,$819.6K,$819.2K,$818.7K,$818.2K,$817.6K,$816.9K,$816.1K,$815.5K,$815.3K,None,$816.8K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"4210 Saturn Way,",Union City,CA,94587,None,None,None,None,None,$337.4K,$337.4K,$291.1K,$292.2K,$269.4K,$267.7K,$263K,$257.3K,$254.4K,$247.3K,$252.3K,$226.5K,$235.5K,$228.7K,$243.9K,$244K,$235K,$228K,$223.4K,$224.4K,$222.6K,$222.6K,$225.3K,$221.9K,$238.2K,$243.9K,$236.3K,$233.9K,$236.9K,$240.2K,$250.1K,$257.4K,$274.1K,$274.2K,$294K,$299.2K,$337.6K,$361.6K,$371.4K,$371.1K,$371.1K,$375.1K,$388.5K,$396.1K,$401.3K,$407K,$410.2K,$407.8K,$404.3K,$401.1K,$410.4K,$406.5K,$410.1K,$415.7K,$418.8K,$420.5K,$430.8K,$434.1K,$436.4K,$438K,$439.4K,$439.4K,$453.9K,$461.7K,$472K,$472.3K,$469.7K,$480.5K,$473.9K,$493.8K,$490.6K,$500.5K,$496.3K,$507.7K,$508K,$498.4K,$501.2K,$507.2K,$511.8K,$511.8K,$516.9K,$520.1K,$530K,$539.7K,$541.9K,$551.5K,$548.8K,$539.3K,$551.5K,$566.6K,$585.2K,$601.2K,$600.8K,$615.3K,$629.4K,$632.7K,$647K,$630.9K,$636.4K,$656K,$656K,$662.5K,$680.5K,$676K,$674.7K,$681.6K,$680.4K,$678.3K,$668.5K,$666.5K,$643.7K,$629.1K,$619K,$607.4K,$623.1K,$634.2K,$624.6K,None,$619.6K,$619.6K,$618.7K,$618K,$617.6K,$617.5K,$617.6K,$618.1K,$618.8K,$619.9K,None,$622.9K,None,None,None,None,None,None,None,None,None,$620.9K,,,,,,,,,,,,,,,,
"2478 Spyglass Ct,",Union City,CA,94587,None,None,None,None,None,$410.9K,$410.9K,$405.4K,$388.3K,$388.9K,$386.5K,$385.7K,$379.7K,$384.2K,$385.7K,$384.6K,$361.6K,$367.4K,$384.8K,$371.4K,$375.9K,$373.8K,$367.9K,$365.4K,$351.8K,$357.2K,$357.2K,$353.8K,$360.9K,$363.5K,$377.7K,$404.6K,$405.9K,$410.1K,$418.9K,$442.2K,$452.1K,$459.9K,$486.7K,$510.2K,$522.8K,$533K,$515.8K,$511.5K,$517.5K,$517.5K,$541.4K,$534.5K,$536.5K,$535.6K,$557K,$556.2K,$562.7K,$564.8K,$551.9K,$575.9K,$573.5K,$589K,$598.6K,$599.5K,$600.9K,$613.1K,$620.2K,$629.9K,$641.9K,$647.8K,$647.8K,$658K,$664.6K,$676.5K,$666.5K,$672.2K,$680.8K,$691.7K,$701.7K,$706.1K,$714.1K,$703.3K,$712K,$724.8K,$709.1K,$738.2K,$747.6K,$741.3K,$741.3K,$741.1K,$756.6K,$770.3K,$769.7K,$774.5K,$779.8K,$794.6K,$785.7K,$803.6K,$810.6K,$827.2K,$820.6K,$827K,$839.6K,$857.6K,$879.7K,$892.8K,$938.9K,$937.2K,$919K,$919K,$909.6K,$883.1K,$867.9K,$848.6K,$858.8K,$863.2K,$866.5K,$882.7K,$859.2K,$842K,$836.9K,$828.8K,$813.2K,$825.2K,None,$832.5K,None,$864.5K,$864.5K,$863.1K,$861.9K,$861K,$860.3K,$859.9K,$859.9K,$860.3K,$861K,None,$863.9K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"4246 Miramonte Way,",Union City,CA,94587,None,None,None,None,None,$233.5K,$233.5K,$226.1K,$256.8K,$249.8K,$250.4K,$250.2K,$247.2K,$239.4K,$235.5K,$241.5K,$223.4K,$231.2K,$227.8K,$216K,$213.7K,$213.6K,$211.6K,$212.3K,$210.1K,$205.5K,$205.5K,$209.8K,$211.1K,$213.2K,$227.9K,$235.9K,$232.7K,$236.9K,$237.5K,$253.7K,$260.8K,$284.5K,$288.8K,$294.1K,$320.7K,$338K,$332.3K,$343K,$360.1K,$360.1K,$363.8K,$365.5K,$380.4K,$388.6K,$400.5K,$396.6K,$401.9K,$399.6K,$394.8K,$397.2K,$393.3K,$402.5K,$409.1K,$406.3K,$412.7K,$419.5K,$425.7K,$435.6K,$442.7K,$447.5K,$447.5K,$431.5K,$437.8K,$447.9K,$453.1K,$459.6K,$478.1K,$489.7K,$498.8K,$492.5K,$497.5K,$495.7K,$487.9K,$490K,$480.5K,$491.1K,$493.6K,$489.1K,$489.1K,$493.3K,$499.6K,$504.6K,$497.6K,$503.9K,$513.1K,$530.9K,$524.8K,$535.7K,$544.5K,$562.1K,$567.3K,$580.9K,$592.6K,$605.8K,$619.9K,$652.2K,$632.9K,$630.1K,$635.2K,$635.2K,$646.2K,$658.4K,$646.7K,$632.6K,$598.1K,$598.1K,$665K,$678.6K,$671.2K,$628.5K,None,None,$606.5K,None,$572.6K,$564.6K,None,$566.6K,$566.6K,$566K,$565.7K,$565.9K,$566.4K,$567.3K,$568.7K,$570.3K,$572.2K,None,$577K,None,None,None,None,None,None,None,None,None,$567.6K,,,,,,,,,,,,,,,,
"3020 Flint St # 65,",Union City,CA,94587,None,None,None,None,None,$193.1K,$193.1K,$191.1K,$183.2K,$184.7K,$188.5K,$170.9K,$174.1K,$188.5K,$182.4K,$181.4K,$172.6K,$177.1K,$177.6K,$159.2K,$159.7K,$157.5K,$154.3K,$160K,$149.7K,$146.1K,$146.1K,$146.9K,$152.1K,$162.3K,$162.3K,$174.6K,$175.9K,$175.8K,$179.2K,$186.3K,$196.9K,$192.5K,$194.3K,$218.8K,$234.2K,$250.3K,$221K,$221.5K,$222.9K,$222.9K,$233.3K,$250.1K,$263.8K,$264.6K,$299.8K,$306.7K,$313.1K,$310.9K,$313.7K,$316.9K,$326.3K,$324.4K,$328.1K,$332.6K,$332.6K,$336.3K,$335.8K,$341.4K,$340.5K,$332.6K,$332.6K,$342.1K,$349.7K,$354.9K,$360.7K,$364.1K,$373.6K,$376.3K,$377.8K,$376K,$379.7K,$380.2K,$387.4K,$383K,$386.1K,$404.3K,$422.4K,$422.1K,$422.1K,$438.3K,$438.9K,$447.7K,$446.3K,$461.1K,$463.4K,$465.8K,$516.7K,None,None,$504K,None,None,$504.3K,$512K,$514.6K,$515K,$522.1K,$518.2K,$514.3K,$514.3K,$513.5K,$512.2K,$499.4K,$496.3K,$503.4K,$501.3K,$502.5K,$504.1K,$503.1K,$496.7K,$492.8K,$494.2K,$499.6K,$509K,None,$509K,None,$539.2K,$539.2K,$538.7K,$538.1K,$537.3K,$536.3K,$535.2K,$533.9K,$532.6K,$531.5K,None,$530.7K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"2579 Maraschino Ct,",Union City,CA,94587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"33331 4th St,",Union City,CA,94587,None,None,None,None,None,$208.8K,$208.8K,$210.2K,$198.5K,$204.5K,$189K,$212.4K,$200.1K,$198.5K,$184.3K,$192.8K,$150.8K,$163.4K,$164.7K,$145.9K,$140.4K,$123.1K,$133.7K,$136.1K,$135.6K,$139.3K,$139.3K,$155.6K,$157.9K,$157.3K,$172.7K,$161.8K,$172.2K,$161.2K,$168.9K,$170.6K,$191.7K,$224.5K,$212.3K,$225.9K,$216.3K,$193.6K,$216.5K,$238.7K,$255.8K,$255.8K,$264.1K,$269.3K,$268.4K,$277.1K,$277.6K,$272.3K,$275.3K,$282.3K,$279.5K,$291.2K,$296.5K,$305.2K,$322.9K,$345.8K,$369.4K,$350K,$344.6K,$342.5K,$347.6K,$348.9K,$348.9K,$354.2K,$364.2K,$369.6K,$360.7K,$361.6K,$370.2K,$365.4K,$388.5K,$438.8K,$447.7K,$451.8K,$448.9K,$440.3K,$402.9K,$380K,$365.4K,$362.9K,$362.9K,$385.3K,$392.6K,$399.4K,$415.8K,$451.6K,$452.1K,$449.5K,$443.5K,$447K,$459.9K,$478K,$479.3K,$487.9K,$500.3K,$503K,$516.3K,$538.2K,$534.1K,$539.3K,$539.1K,$539.1K,$523.8K,$531.7K,$507.4K,$493.4K,$503.3K,$500.5K,$502.7K,$495.9K,$499.3K,$495K,$499.6K,$489.2K,$484.9K,$494.6K,$502K,$518.4K,None,$515.7K,$515.7K,$515.1K,$514.9K,$515.1K,$515.6K,$516.5K,$517.7K,$519.2K,$521.1K,None,$525.5K,None,None,None,None,None,None,None,None,None,$516.6K,,,,,,,,,,,,,,,,
"33803 Washington Ave,",Union City,CA,94587,None,None,None,None,None,$450.2K,$450.2K,$446K,$425.9K,$440.7K,$436.1K,$430.8K,$421.4K,$421K,$417.4K,$424.2K,$398.9K,$393.8K,$387.8K,$377.6K,$390.7K,$395.5K,$393.6K,$398K,$389.4K,$372.1K,$372.1K,$359.4K,$361.4K,$381.1K,$395.2K,$374.2K,$389.8K,$395.5K,$393.5K,$423.3K,$446.8K,$470.7K,$486.7K,$506.8K,$555.6K,$570.4K,$585.4K,$585.5K,$581.1K,$581.1K,$600.3K,$605.5K,$640.3K,$628.1K,$640.1K,$658.3K,$651.9K,$626.9K,$629K,$650.3K,$656.4K,$651.1K,$659.6K,$680.7K,$685.8K,$707.6K,$722.4K,$724.8K,$734.4K,$741.8K,$741.8K,$759.6K,$758.2K,$748.8K,$731.8K,$725.7K,$765.5K,$791.6K,$810.7K,$813.8K,$792.3K,$794.9K,$755.2K,$766.3K,$775.5K,$784.9K,$783.4K,$774.7K,$774.7K,$783.1K,$791.3K,$796.5K,$801.2K,$803.1K,$810.1K,$828.6K,$831.7K,$836.9K,$855.7K,$877.7K,$836.9K,$853.3K,$860.5K,$889.2K,$911.7K,$931.5K,$979.9K,$976.8K,$1M,$1M,$966.9K,$952.7K,$941.9K,$947.4K,$944.9K,$933.1K,$910.5K,$887K,$882.1K,$871.8K,$850.1K,$851.6K,$855.1K,$850.5K,None,None,$853.9K,None,$873.7K,$873.8K,$874.2K,$875.1K,$876.1K,$877.5K,$879.3K,$881.5K,$884K,None,$891.1K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"1936 Hartnell St,",Union City,CA,94587,None,None,None,None,None,$408.1K,$408.1K,$399.5K,$381.5K,$415.3K,$402.5K,$402.7K,$395.2K,$397.6K,$396.3K,$393.2K,$369.9K,$365.4K,$370.4K,$349K,$352K,$336.5K,$343.4K,$344.8K,$334.4K,$328.9K,$328.9K,$335.6K,$341.8K,$377K,$397K,$377.2K,$390.9K,$398.2K,$386.8K,$416.6K,$428.9K,$456.2K,$472.9K,$494.3K,$504.1K,$503.5K,$491K,$497.2K,$509K,$509K,$531K,$557.8K,$568.9K,$561.9K,$574.5K,$588.9K,$588K,$574K,$578.2K,$613.9K,$610.6K,$604.9K,$616.8K,$612.3K,$632.9K,$648.3K,$658.4K,$692.4K,$701.1K,$700.8K,$700.8K,None,$693K,None,None,$694K,$709.2K,$741K,$742.7K,$736.9K,$732.6K,$730K,$721.3K,$743.9K,$748.4K,$746.7K,$756.9K,$748.1K,$748.1K,$740.3K,$756.2K,$772.4K,$769K,$764.9K,$776.5K,$792.8K,$811.1K,$810.8K,$820.4K,$817.6K,$806K,$808.3K,$823.4K,$859.9K,$874.3K,$886.1K,$911K,$903.3K,$906.1K,$906.1K,$894.5K,$876.1K,$854.7K,$872.4K,$879.1K,$849.4K,$834.1K,$839.1K,$834K,$812.1K,$810.6K,$798.1K,$809.3K,$820K,$837.6K,$847.1K,None,$846.7K,$846.7K,$846.1K,$845.5K,$844.7K,$843.8K,$842.8K,$841.6K,$840.6K,$839.8K,None,$840.6K,None,None,None,None,None,None,None,None,None,$847.5K,,,,,,,,,,,,,,,,
"33631 9th St,",Union City,CA,94587,None,None,None,None,None,$221.6K,$221.6K,$224.8K,$232.7K,$237.6K,$244.4K,$255.9K,$252K,$251K,$255.2K,$246.3K,$208.6K,$211K,$215.5K,$212.5K,$211.2K,$210.7K,$200.9K,$205.6K,$194.6K,$193.4K,$193.4K,$198.2K,$198.8K,$207.5K,$226.7K,$194.3K,$191.1K,$187.8K,$194.6K,$225.1K,$238.5K,$248.8K,$282.7K,$313.2K,$324K,$329.9K,$317.7K,$300.6K,$330.6K,$330.6K,$321.7K,$331.7K,$354K,$366.7K,$381.2K,$372.1K,$373.2K,$370.5K,$360.6K,$366.5K,$375.7K,$392.6K,$399.3K,$396.6K,$407.9K,$412.9K,$423.2K,$423.3K,$424K,$427K,$427K,$430.5K,$441K,$451.4K,$453.8K,$452K,$460.1K,$481.4K,$492.1K,$579.5K,$552.7K,$539.4K,$531.3K,$531.7K,$502.2K,$494.6K,$490.7K,$486.8K,$486.8K,$483.9K,$484.5K,$500.2K,$506.8K,$500.8K,$492.2K,$497.4K,$490K,$505.3K,$541.7K,$567.3K,$557.7K,$565.6K,$596.6K,$607.7K,None,None,None,$602K,None,None,$569K,$568.4K,$556.6K,$553.9K,$562.4K,$558.5K,$557.3K,$565.3K,$561.2K,$556.7K,$552.7K,$552.1K,$554.7K,None,None,$565.8K,None,$1M,$1M,$1M,$1M,$1M,$998.9K,$997K,$995.1K,$993.5K,$992.2K,None,$991.8K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3170 San Angelo Way,",Union City,CA,94587,None,None,None,None,None,$458.2K,$458.2K,$452.7K,$415K,$417.2K,$423.3K,$455.9K,$467.1K,$436.9K,$449.1K,$460.7K,$426.1K,$410.8K,$436.4K,$428.8K,$425.9K,$416.2K,$399.3K,$420.4K,$409.1K,$412.5K,$412.5K,$427.3K,$433.1K,$446K,$468.1K,$447.6K,$456.9K,$454.8K,$466.3K,$464.7K,$462.3K,$458.5K,$471.2K,$484.4K,$506.7K,$526.6K,$490.2K,$508.2K,$492K,$492K,$515K,$537.7K,$555.2K,$620.7K,$637.8K,$626.2K,$609.8K,$629.9K,$624.5K,$675.4K,$664.9K,$682.1K,$689.9K,$670.7K,$672K,$665K,$679.3K,$688.5K,$693.3K,$680.7K,$680.7K,$696.4K,$708.9K,$723.7K,$709.2K,$701.1K,$713K,$724.5K,$747.9K,$758.6K,$762.2K,$766.5K,$794.3K,$792.2K,$789.9K,$789.2K,$780.9K,$787.6K,$787.6K,$808.5K,$833.6K,$831.8K,$828.4K,$836.7K,$858.1K,$846.4K,None,None,$834.1K,None,None,$795K,None,None,$810.4K,None,None,None,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,None,None,$1.1M,None,$1.1M,None,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,None,$1M,None,None,None,None,None,None,None,None,None,$1M,,,,,,,,,,,,,,,,
"294 Maui Cir,",Union City,CA,94587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,$175.1K,$174.2K,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"2977 Miraloma Way,",Union City,CA,94587,None,None,None,None,None,$609.1K,$609.1K,$607.6K,$636.5K,$627.6K,$621.4K,$616.2K,$605.8K,$599K,$599.1K,$600.6K,$583.3K,$580.3K,$587K,$596.9K,$598.4K,$587.5K,$583.6K,$584.6K,$576.7K,$574.9K,$574.9K,$576.2K,$584K,$596.6K,$611.5K,$635.5K,$638.8K,$640K,$651.7K,$672.7K,$716.7K,$726.6K,$732.1K,$744K,$764.3K,$758.5K,$762.9K,$756.7K,$760.4K,$760.4K,$765.4K,$772K,$735.5K,$729.1K,$761.8K,$758.8K,$762.4K,$741.7K,$739.3K,$778.6K,$774.7K,$791.3K,$803.1K,$812.1K,$822.2K,$834K,$842.6K,$852.7K,$864K,$867.8K,$867.8K,$859.4K,$874K,$896.8K,$901.2K,$900.6K,$934.1K,$937.4K,$953.1K,$945.2K,$948.9K,$918.5K,$879.4K,$889K,$881.6K,$902.5K,$909.8K,$913.2K,$913.2K,$931.7K,$939.4K,$955.8K,$951.7K,$962.9K,$968.4K,$953K,$951.8K,$971K,$988.4K,$1M,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.1M,None,$1.1M,None,$1.1M,$1.2M,None,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,None,$1.1M,None,None,None,None,None,None,None,None,None,$1.2M,,,,,,,,,,,,,,,,
"33217 4th St,",Union City,CA,94587,None,None,None,None,None,$353.1K,$353.1K,$363.5K,$381K,$363.4K,$366.6K,$389.3K,$390.3K,$377.6K,$356.6K,$360.3K,$347.1K,$343.9K,$348.4K,$336.9K,$333.6K,$331.5K,$328.5K,$329.7K,$323.8K,$322.7K,$322.7K,$326.8K,$330.5K,$333.4K,$372.3K,$354.4K,$363.1K,$356.7K,$368.3K,$419.2K,$434.6K,$436.9K,$463.9K,$496.9K,$489.8K,$503.8K,$450.3K,$485.4K,$500.1K,$500.1K,$506.4K,$529.8K,$538.6K,$510.7K,$521.2K,$528.4K,$530.2K,$516.6K,$527.4K,$596.7K,$608.5K,$598.4K,$593.8K,$599.2K,$598.8K,$595.3K,$616.2K,$630.5K,$613K,$625.4K,$625.4K,$635.9K,$624K,$625.8K,$618.9K,$619K,$636.7K,$636.8K,$651.7K,$653.4K,$660.6K,$661.5K,$642.2K,$669.8K,$657.2K,$673.6K,$695.2K,$690.2K,$690.2K,$695.1K,$685.8K,$707K,$707.3K,$710.4K,$724.6K,$712K,$714.8K,$741.1K,$783.9K,$795.4K,$796.2K,$810.4K,$834.4K,$824K,$850.9K,$862.2K,$887.2K,$864K,$857.1K,$857.1K,$837.7K,$805.2K,$781.4K,$777.4K,$775.6K,None,None,$776.4K,None,None,$731.9K,$1.3M,$1.2M,$1.2M,None,$1.2M,None,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,None,$1.2M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"467 Riviera Dr,",Union City,CA,94587,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
